run_id,collection_timestamp,train_number,train_name,train_type,train_category,journey_date,current_station_code,next_station_code,latitude,longitude,segment_progress,delay_minutes,scheduled_arrival,scheduled_departure,actual_arrival,actual_departure,platform,current_location_status,movement_state,distance_from_origin_km,distance_from_last_station_km,route_sequence,previous_delay,delay_change_prev,time_since_previous_observation_seconds,distance_travelled_km,station_transition,route_position_change,estimated_speed_kmh,hour,minute,time_of_day_minutes,day_of_week,future_delay,target_delay_change
20260821T160834Z-moving-38f8f31b,2026-08-21T16:18:26.827736+00:00,95011,KP11/Mumbai CSMT - Khopoli Fast Local,EMU,Local,2026-08-21,THK,KYN,19.2301616,73.1132888,0.5928571428571434,5,2026-08-21T21:42:00+05:30,2026-08-21T21:42:00+05:30,2026-08-21T21:46:03+05:30,2026-08-21T21:46:03+05:30,,departed,MOVING,47.7,1.66,29.0,5.0,0.0,128.11639,1.4000000000000057,True,1.0,39.33922896204007,16,18,978,4,5.0,0.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:20:34.919996+00:00,95011,KP11/Mumbai CSMT - Khopoli Fast Local,EMU,Local,2026-08-21,THK,KYN,19.2301616,73.1132888,0.5928571428571434,5,2026-08-21T21:42:00+05:30,2026-08-21T21:42:00+05:30,2026-08-21T21:46:03+05:30,2026-08-21T21:46:03+05:30,,departed,STATIONARY,47.7,1.66,29.0,5.0,0.0,128.09226,0.0,False,0.0,0.0,16,20,980,4,1.0,-4.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:11:56.404852+00:00,95135,S 39/ Mumbai CSMT - Karjat Fast Local,EMU,Local,2026-08-21,PR,DR,19.00918,72.8375778,0.2402402402402402,3,2026-08-21T21:39:00+05:30,2026-08-21T21:39:00+05:30,2026-08-21T21:41:36+05:30,2026-08-21T21:42:00+05:30,,at-station,UNKNOWN,8.0,0.0,9.0,,,,,False,,,16,11,971,4,5.0,2.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:15:36.012976+00:00,95135,S 39/ Mumbai CSMT - Karjat Fast Local,EMU,Local,2026-08-21,PR,DR,19.00918,72.8375778,0.2402402402402402,5,2026-08-21T21:39:00+05:30,2026-08-21T21:39:00+05:30,2026-08-21T21:41:36+05:30,2026-08-21T21:45:00+05:30,,at-station,STATIONARY,8.0,0.0,9.0,3.0,2.0,219.608124,0.0,False,0.0,0.0,16,15,975,4,3.0,-2.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:17:44.031335+00:00,95135,S 39/ Mumbai CSMT - Karjat Fast Local,EMU,Local,2026-08-21,PR,DR,19.00918,72.8375778,0.2402402402402402,3,2026-08-21T21:39:00+05:30,2026-08-21T21:39:00+05:30,2026-08-21T21:41:36+05:30,2026-08-21T21:47:00+05:30,,at-station,STATIONARY,8.0,0.0,9.0,5.0,-2.0,128.018359,0.0,False,0.0,0.0,16,17,977,4,9.0,6.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:19:52.208459+00:00,95135,S 39/ Mumbai CSMT - Karjat Fast Local,EMU,Local,2026-08-21,DR,CLA,19.01776,72.843475,0.2702702702702703,9,2026-08-21T21:40:00+05:30,2026-08-21T21:40:00+05:30,2026-08-21T21:45:56+05:30,2026-08-21T21:49:00+05:30,,at-station,MOVING,9.0,0.0,10.0,3.0,6.0,128.177124,1.0,True,1.0,28.086134933094616,16,19,979,4,11.0,2.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:22:00.471348+00:00,95135,S 39/ Mumbai CSMT - Karjat Fast Local,EMU,Local,2026-08-21,DR,CLA,19.017324,72.8431,0.2702702702702703,11,2026-08-21T21:40:00+05:30,2026-08-21T21:40:00+05:30,2026-08-21T21:45:56+05:30,2026-08-21T21:52:00+05:30,,at-station,MOVING,9.0,0.0,10.0,9.0,2.0,128.262889,0.0,False,0.0,0.0,16,22,982,4,13.0,2.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:24:26.734543+00:00,95135,S 39/ Mumbai CSMT - Karjat Fast Local,EMU,Local,2026-08-21,MTN,CLA,19.0314483,72.8530578,0.3123123123123123,13,2026-08-21T21:41:00+05:30,2026-08-21T21:41:00+05:30,2026-08-21T21:50:56+05:30,2026-08-21T21:54:00+05:30,,at-station,MOVING,10.4,0.0,11.0,11.0,2.0,146.263195,1.4000000000000004,True,1.0,34.45842954545059,16,24,984,4,13.0,0.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:28:06.333513+00:00,95135,S 39/ Mumbai CSMT - Karjat Fast Local,EMU,Local,2026-08-21,SION,CLA,19.0526103,72.8685684,0.3873873873873874,13,2026-08-21T21:44:00+05:30,2026-08-21T21:44:00+05:30,2026-08-21T21:58:07+05:30,2026-08-21T21:58:00+05:30,,at-station,MOVING,12.9,0.0,12.0,13.0,0.0,219.59897,2.5,True,1.0,40.98379878557718,16,28,988,4,14.0,1.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:31:27.641352+00:00,95135,S 39/ Mumbai CSMT - Karjat Fast Local,EMU,Local,2026-08-21,CLA,GC,19.0651493,72.8794021,0.4684684684684685,14,2026-08-21T21:47:00+05:30,2026-08-21T21:47:00+05:30,2026-08-21T22:00:40+05:30,2026-08-21T22:01:00+05:30,5.0,at-station,MOVING,15.6,0.0,13.0,13.0,1.0,201.307839,2.6999999999999993,True,1.0,48.28425980967386,16,31,991,4,12.0,-2.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:13:03.631743+00:00,95333,A55 / Mumbai CSMT - Ambernath Fast Local,EMU,Local,2026-08-21,CRNM,MLND,19.1637897,72.9509887,0.9189189189189192,18,2026-08-21T21:25:00+05:30,2026-08-21T21:25:00+05:30,2026-08-21T21:39:07+05:30,2026-08-21T21:43:00+05:30,,at-station,UNKNOWN,30.6,0.0,21.0,,,,,False,,,16,13,973,4,18.0,0.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:14:29.038523+00:00,95333,A55 / Mumbai CSMT - Ambernath Fast Local,EMU,Local,2026-08-21,MLND,TNA,19.17173,72.9566268,0.921921921921922,18,2026-08-21T21:25:00+05:30,2026-08-21T21:25:00+05:30,2026-08-21T21:40:46+05:30,2026-08-21T21:44:00+05:30,3.0,at-station,MOVING,30.7,0.0,22.0,18.0,0.0,85.40678,0.09999999999999787,True,1.0,4.215122031295318,16,14,974,4,16.0,-2.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:16:37.104254+00:00,95333,A55 / Mumbai CSMT - Ambernath Fast Local,EMU,Local,2026-08-21,TNA,DIVA,19.1861572,72.9761886,1.0,16,2026-08-21T21:29:00+05:30,2026-08-21T21:29:00+05:30,2026-08-21T21:43:34+05:30,2026-08-21T21:46:00+05:30,5.0,at-station,MOVING,33.3,0.0,23.0,18.0,-2.0,128.065731,2.599999999999998,True,1.0,73.08746787226,16,16,976,4,15.0,-1.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:18:45.267270+00:00,95333,A55 / Mumbai CSMT - Ambernath Fast Local,EMU,Local,2026-08-21,TNA,DIVA,19.1861572,72.9761886,1.0,15,2026-08-21T21:29:00+05:30,2026-08-21T21:29:00+05:30,2026-08-21T21:43:34+05:30,2026-08-21T21:48:00+05:30,5.0,at-station,STATIONARY,33.3,0.0,23.0,16.0,-1.0,128.163016,0.0,False,0.0,0.0,16,18,978,4,18.0,3.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:20:53.225673+00:00,95333,A55 / Mumbai CSMT - Ambernath Fast Local,EMU,Local,2026-08-21,KLVC,DIVA,19.1971282,72.9989547,,18,,,,,,at-station,MOVING,,,,15.0,3.0,127.958403,,True,,,16,20,980,4,18.0,0.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:23:01.514843+00:00,95333,A55 / Mumbai CSMT - Ambernath Fast Local,EMU,Local,2026-08-21,MBQ,DIVA,19.1901397,73.0231399,,18,,,,,,at-station,MOVING,,,,18.0,0.0,128.28917,,True,,,16,23,983,4,18.0,0.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:26:16.538166+00:00,95333,A55 / Mumbai CSMT - Ambernath Fast Local,EMU,Local,2026-08-21,MBQ,DIVA,19.1901397,73.0231399,,18,,,,,,at-station,STATIONARY,,,,18.0,0.0,195.023323,,False,,,16,26,986,4,17.0,-1.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:13:09.602538+00:00,95421,N27 / Mumbai CSMT - Kasara Fast Local,EMU,Local,2026-08-21,DWJN,DI,19.1958503,73.057373,,4,2026-08-21T21:37:00+05:30,2026-08-21T21:37:00+05:30,2026-08-21T21:39:32+05:30,2026-08-21T21:43:00+05:30,,at-station,UNKNOWN,42.4,0.0,26.0,,,,,False,,,16,13,973,4,3.0,-1.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:14:04.490466+00:00,95421,N27 / Mumbai CSMT - Kasara Fast Local,EMU,Local,2026-08-21,DWJN,DI,19.1958503,73.057373,,3,2026-08-21T21:37:00+05:30,2026-08-21T21:37:00+05:30,2026-08-21T21:39:32+05:30,2026-08-21T21:44:00+05:30,,at-station,STATIONARY,42.4,0.0,26.0,4.0,-1.0,54.887928,0.0,False,0.0,0.0,16,14,974,4,6.0,3.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:16:12.626735+00:00,95421,N27 / Mumbai CSMT - Kasara Fast Local,EMU,Local,2026-08-21,DDCL,DI,19.212429,73.0793533,,6,2026-08-21T21:41:00+05:30,2026-08-21T21:41:00+05:30,2026-08-21T21:44:36+05:30,2026-08-21T21:47:00+05:30,,at-station,MOVING,45.3,0.0,27.0,3.0,3.0,128.136269,2.8999999999999986,True,1.0,81.47576077777006,16,16,976,4,6.0,0.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:18:20.718178+00:00,95421,N27 / Mumbai CSMT - Kasara Fast Local,EMU,Local,2026-08-21,DI,KYN,19.2181205,73.0868911,,6,2026-08-21T21:42:00+05:30,2026-08-21T21:42:00+05:30,2026-08-21T21:45:33+05:30,2026-08-21T21:48:00+05:30,4.0,at-station,MOVING,46.3,0.0,28.0,6.0,0.0,128.091443,1.0,True,1.0,28.104921887717357,16,18,978,4,6.0,0.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:20:28.821142+00:00,95421,N27 / Mumbai CSMT - Kasara Fast Local,EMU,Local,2026-08-21,DI,KYN,19.2181205,73.0868911,,6,2026-08-21T21:42:00+05:30,2026-08-21T21:42:00+05:30,2026-08-21T21:45:33+05:30,2026-08-21T21:50:00+05:30,4.0,at-station,STATIONARY,46.3,0.0,28.0,6.0,0.0,128.102964,0.0,False,0.0,0.0,16,20,980,4,3.0,-3.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:22:36.838799+00:00,95421,N27 / Mumbai CSMT - Kasara Fast Local,EMU,Local,2026-08-21,THK,KYN,19.2301769,73.1133422,0.5964285714285705,3,2026-08-21T21:45:00+05:30,2026-08-21T21:45:00+05:30,2026-08-21T21:48:22+05:30,2026-08-21T21:48:22+05:30,,departed,MOVING,47.8,1.67,29.0,6.0,-3.0,128.017657,1.5,True,1.0,42.18168123480029,16,22,982,4,4.0,1.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:25:27.737390+00:00,95421,N27 / Mumbai CSMT - Kasara Fast Local,EMU,Local,2026-08-21,KYNX,KYN,19.2329292,73.1237869,,4,2026-08-21T21:50:00+05:30,2026-08-21T21:50:00+05:30,2026-08-21T21:52:58+05:30,2026-08-21T21:55:00+05:30,,at-station,MOVING,50.6,0.0,30.0,3.0,1.0,170.898591,2.8000000000000043,True,1.0,58.982347022393036,16,25,985,4,2.0,-2.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:29:07.374234+00:00,95421,N27 / Mumbai CSMT - Kasara Fast Local,EMU,Local,2026-08-21,KYN,SHAD,19.2354393,73.1311035,,2,2026-08-21T21:52:00+05:30,2026-08-21T21:52:00+05:30,2026-08-21T21:55:12+05:30,2026-08-21T21:59:00+05:30,4.0,at-station,MOVING,51.4,0.0,31.0,4.0,-2.0,219.636844,0.7999999999999972,True,1.0,13.112554103172188,16,29,989,4,5.0,3.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:11:50.291829+00:00,96223,BL49 / Mumbai CSMT - Badlapur Slow Local,EMU,Local,2026-08-21,BY,CHG,18.981594,72.8328933,0.1261261261261261,2,2026-08-21T21:36:00+05:30,2026-08-21T21:36:00+05:30,2026-08-21T21:37:32+05:30,2026-08-21T21:41:00+05:30,1.0,at-station,UNKNOWN,4.2,0.0,5.0,,,,,False,,,16,11,971,4,6.0,4.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:20:04.509217+00:00,96223,BL49 / Mumbai CSMT - Badlapur Slow Local,EMU,Local,2026-08-21,PR,DR,19.00918,72.8375778,0.2402402402402402,6,2026-08-21T21:43:00+05:30,2026-08-21T21:43:00+05:30,2026-08-21T21:43:00+05:30,2026-08-21T21:43:00+05:30,1.0,at-station,MOVING,8.0,0.0,9.0,2.0,4.0,494.217388,3.8,True,4.0,27.680126867571882,16,20,980,4,6.0,0.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:22:12.520120+00:00,96223,BL49 / Mumbai CSMT - Badlapur Slow Local,EMU,Local,2026-08-21,PR,DR,19.00918,72.8375778,0.2402402402402402,6,2026-08-21T21:43:00+05:30,2026-08-21T21:43:00+05:30,2026-08-21T21:43:00+05:30,2026-08-21T21:43:00+05:30,1.0,at-station,STATIONARY,8.0,0.0,9.0,6.0,0.0,128.010903,0.0,False,0.0,0.0,16,22,982,4,5.0,-1.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:32:04.393708+00:00,96223,BL49 / Mumbai CSMT - Badlapur Slow Local,EMU,Local,2026-08-21,SION,CLA,19.0590286,72.8741149,0.6629629629629632,5,2026-08-21T21:52:00+05:30,2026-08-21T21:52:00+05:30,2026-08-21T21:52:00+05:30,2026-08-21T21:52:00+05:30,,departed,MOVING,12.9,1.79,12.0,6.0,-1.0,591.873588,4.9,True,3.0,29.803661385883636,16,32,992,4,4.0,-1.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:13:21.826164+00:00,96333,A57 / Mumbai CSMT - Ambernath Slow Local,EMU,Local,2026-08-21,VK,KJRD,19.1119403,72.9284667,0.6936936936936938,26,2026-08-21T21:16:00+05:30,2026-08-21T21:16:00+05:30,2026-08-21T21:40:41+05:30,2026-08-21T21:43:00+05:30,1.0,at-station,UNKNOWN,23.1,0.0,17.0,,,,,False,,,16,13,973,4,26.0,0.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:14:47.237653+00:00,96333,A57 / Mumbai CSMT - Ambernath Slow Local,EMU,Local,2026-08-21,VK,KJRD,19.1119403,72.9284667,0.6936936936936938,26,2026-08-21T21:16:00+05:30,2026-08-21T21:16:00+05:30,2026-08-21T21:40:41+05:30,2026-08-21T21:44:00+05:30,1.0,at-station,STATIONARY,23.1,0.0,17.0,26.0,0.0,85.411489,0.0,False,0.0,0.0,16,14,974,4,26.0,0.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:16:55.331338+00:00,96333,A57 / Mumbai CSMT - Ambernath Slow Local,EMU,Local,2026-08-21,VK,KJRD,19.1119403,72.9284667,0.6936936936936938,26,2026-08-21T21:16:00+05:30,2026-08-21T21:16:00+05:30,2026-08-21T21:40:41+05:30,2026-08-21T21:46:00+05:30,1.0,at-station,STATIONARY,23.1,0.0,17.0,26.0,0.0,128.093685,0.0,False,0.0,0.0,16,16,976,4,26.0,0.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:19:03.587317+00:00,96333,A57 / Mumbai CSMT - Ambernath Slow Local,EMU,Local,2026-08-21,BND,NHU,19.1422805,72.9377899,0.8048048048048049,26,2026-08-21T21:22:00+05:30,2026-08-21T21:22:00+05:30,2026-08-21T21:48:08+05:30,2026-08-21T21:49:00+05:30,1.0,at-station,MOVING,26.8,0.0,19.0,26.0,0.0,128.255979,3.6999999999999993,True,2.0,103.85480742383166,16,19,979,4,26.0,0.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:21:11.650655+00:00,96333,A57 / Mumbai CSMT - Ambernath Slow Local,EMU,Local,2026-08-21,BND,NHU,19.1422805,72.9377899,0.8048048048048049,26,2026-08-21T21:22:00+05:30,2026-08-21T21:22:00+05:30,2026-08-21T21:48:08+05:30,2026-08-21T21:51:00+05:30,1.0,at-station,STATIONARY,26.8,0.0,19.0,26.0,0.0,128.063338,0.0,False,0.0,0.0,16,21,981,4,26.0,0.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:23:19.689408+00:00,96333,A57 / Mumbai CSMT - Ambernath Slow Local,EMU,Local,2026-08-21,NHU,MLND,19.15452,72.9468307,0.8558558558558559,26,2026-08-21T21:25:00+05:30,2026-08-21T21:25:00+05:30,2026-08-21T21:51:02+05:30,2026-08-21T21:53:00+05:30,1.0,at-station,MOVING,28.5,0.0,20.0,26.0,0.0,128.038753,1.6999999999999993,True,1.0,47.79802877336674,16,23,983,4,27.0,1.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:11:44.209025+00:00,96411,Kasara Mumbai EMU,EMU,Local,2026-08-21,MZNC,BY,18.9702205,72.8334274,0.1081081081081081,2,2026-08-21T21:39:00+05:30,2026-08-21T21:39:00+05:30,2026-08-21T21:41:17+05:30,2026-08-21T21:41:00+05:30,,at-station,UNKNOWN,3.6,0.0,4.0,,,,,False,,,16,11,971,4,4.0,2.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:20:10.516439+00:00,96411,Kasara Mumbai EMU,EMU,Local,2026-08-21,CRD,PR,18.9993801,72.8339538,0.1861861861861862,4,2026-08-21T21:44:00+05:30,2026-08-21T21:44:00+05:30,2026-08-21T21:44:00+05:30,2026-08-21T21:44:00+05:30,1.0,at-station,MOVING,6.2,0.0,7.0,2.0,2.0,506.307414,2.6,True,3.0,18.48679229492776,16,20,980,4,4.0,0.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:22:18.707531+00:00,96411,Kasara Mumbai EMU,EMU,Local,2026-08-21,CRD,PR,18.9993801,72.8339538,0.1861861861861862,4,2026-08-21T21:44:00+05:30,2026-08-21T21:44:00+05:30,2026-08-21T21:44:00+05:30,2026-08-21T21:44:00+05:30,1.0,at-station,STATIONARY,6.2,0.0,7.0,4.0,0.0,128.191092,0.0,False,0.0,0.0,16,22,982,4,5.0,1.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:28:24.641659+00:00,96411,Kasara Mumbai EMU,EMU,Local,2026-08-21,MTN,SION,19.0333499,72.8543548,0.3123123123123123,5,2026-08-21T21:53:00+05:30,2026-08-21T21:53:00+05:30,2026-08-21T21:56:00+05:30,2026-08-21T21:56:00+05:30,1.0,at-station,MOVING,10.4,0.0,11.0,4.0,1.0,365.934128,4.2,True,4.0,41.31891191083441,16,28,988,4,5.0,0.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:32:10.349986+00:00,96411,Kasara Mumbai EMU,EMU,Local,2026-08-21,MTN,SION,19.0333499,72.8543548,0.3123123123123123,5,2026-08-21T21:53:00+05:30,2026-08-21T21:53:00+05:30,2026-08-21T21:56:00+05:30,2026-08-21T21:56:00+05:30,1.0,at-station,STATIONARY,10.4,0.0,11.0,5.0,0.0,225.708327,0.0,False,0.0,0.0,16,32,992,4,3.0,-2.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:26:22.644573+00:00,96519,AN29 / Mumbai CSMT - Asangaon Slow Local,EMU,Local,2026-08-21,KJRD,BND,19.1329669,72.9315032,0.7507507507507508,17,2026-08-21T21:37:00+05:30,2026-08-21T21:37:00+05:30,2026-08-21T21:37:00+05:30,2026-08-21T21:38:00+05:30,1.0,at-station,MOVING,25.0,0.0,18.0,,,,,False,,,16,26,986,4,17.0,0.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:13:34.002084+00:00,96643,TL55 / Mumbai CSMT - Titvala Slow Local,EMU,Local,2026-08-21,BND,NHU,19.1422805,72.9377899,0.8048048048048049,33,2026-08-21T21:15:00+05:30,2026-08-21T21:15:00+05:30,2026-08-21T21:49:00+05:30,2026-08-21T21:48:00+05:30,1.0,at-station,UNKNOWN,26.8,0.0,19.0,,,,,False,,,16,13,973,4,40.0,7.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:14:41.147281+00:00,96643,TL55 / Mumbai CSMT - Titvala Slow Local,EMU,Local,2026-08-21,VVH,GC,19.0790939,72.8972625,0.5435435435435436,40,2026-08-21T21:02:00+05:30,2026-08-21T21:02:00+05:30,2026-08-21T21:27:35+05:30,2026-08-21T21:40:45+05:30,1.0,at-station,MOVING,18.1,0.0,15.0,33.0,7.0,67.145197,-8.7,True,-4.0,,16,14,974,4,21.0,-19.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:21:05.436423+00:00,96643,TL55 / Mumbai CSMT - Titvala Slow Local,EMU,Local,2026-08-21,TNA,KLVA,19.1896743,72.9840927,1.0,21,2026-08-21T21:27:00+05:30,2026-08-21T21:27:00+05:30,2026-08-21T21:26:00+05:30,2026-08-21T21:27:00+05:30,2.0,at-station,MOVING,33.3,0.0,23.0,40.0,-19.0,384.289142,15.199999999999996,True,8.0,142.392781943342,16,21,981,4,21.0,0.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:23:13.541172+00:00,96643,TL55 / Mumbai CSMT - Titvala Slow Local,EMU,Local,2026-08-21,TNA,KLVA,19.1896743,72.9840927,1.0,21,2026-08-21T21:27:00+05:30,2026-08-21T21:27:00+05:30,2026-08-21T21:26:00+05:30,2026-08-21T21:27:00+05:30,2.0,at-station,STATIONARY,33.3,0.0,23.0,21.0,0.0,128.104749,0.0,False,0.0,0.0,16,23,983,4,18.0,-3.0
20260821T160834Z-moving-38f8f31b,2026-08-21T16:12:02.495905+00:00,96645,TL57 / Mumbai CSMT - Titvala Slow Local,EMU,Local,2026-08-21,PRLW,PR,19.0044708,72.8348617,0.2222222222222222,4,2026-08-21T21:34:00+05:30,2026-08-21T21:34:00+05:30,2026-08-21T21:37:39+05:30,2026-08-21T21:42:00+05:30,,at-station,UNKNOWN,7.4,0.0,8.0,,,,,False,,,16,12,972,4,9.0,5.0
